idPk;code;name;description;observations;image1;image2;image3;visibility;isProduct;onDateUpdated;onDateCreated;daysToOperations;typeDeficiency;age;sex;isForPregnant;isApproved;isChecked;isDeleted;organizationsIdFk
741;"No brinda información";"Producto: Pulsador Graba Mensaje audio -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
742;"No brinda información";"Producto: Software Comunicación Sordo-Ceguera -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Visual";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
743;"No brinda información";"Producto: Conmutador de tipo pulsador -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
744;"No brinda información";"Producto: Calculadora Visual -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Cognitiva.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
745;"No brinda información";"Producto: Cepillo de Dientes Adaptado -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
746;"No brinda información";"Producto: Comunicador de 4 casillas con barrido -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
747;"No brinda información";"Producto: Conmutador doble para lengua, mentón o mejilla -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
748;"No brinda información";"Producto: Atril Ajustable -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
749;"No brinda información";"Producto: Software emulador de Mouse -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
750;"No brinda información";"Producto: Software Controlador Mouse -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
751;"No brinda información";"Producto: Camera Mouse -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
752;"No brinda información";"Producto: conmutador juguetes -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
753;"No brinda información";"Producto: Impresora Braille -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Visual";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
754;"No brinda información";"Producto: Sistema de montaje para conmutadores -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
755;"No brinda información";"Producto: Pulsador que permite grabar un mensaje -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
756;"No brinda información";"Producto: Sistema de montaje para conmutadores y otros dispositivos -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
757;"No brinda información";"Producto: Gateador -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
758;"No brinda información";"Producto: Conmutador Pulsador -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
759;"No brinda información";"Producto: Mouse controlado por mov. ojos -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
760;"No brinda información";"Producto: Comunicador Múltiple -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
761;"No brinda información";"Producto: Software Emulador de barrido -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Visual";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
762;"No brinda información";"Producto: Software Comunicación Aumentativa -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
763;"No brinda información";"Producto: Software Emulador Mouse -CENAREC-";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:22;2018-02-12 12:14:22;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
764;"No brinda información";"Producto: Cubiertos adaptados con material moldeable -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:23;2018-02-12 12:14:23;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
765;"No brinda información";"Producto: Software Emulador Mouse -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:23;2018-02-12 12:14:23;{};"Visual, Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
766;"No brinda información";"Producto: Comunicador de 4 casillas con barrido -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:23;2018-02-12 12:14:23;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
767;"No brinda información";"Producto: Dispositivo que permite grabar un mensaje, aviso, noticia -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:23;2018-02-12 12:14:23;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
768;"No brinda información";"Producto: Software Emulador Mouse -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:23;2018-02-12 12:14:23;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
769;"No brinda información";"Producto apoyo: Adaptación Lapicero -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:23;2018-02-12 12:14:23;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
770;"No brinda información";"Producto: Comunicador de 8 casillas con barrido -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:23;2018-02-12 12:14:23;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
771;"No brinda información";"Producto: Software juego interactivos par Personas con Autismo -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:23;2018-02-12 12:14:23;{};"Autismo";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
772;"No brinda información";"Producto: Software Lector de pantalla para personas ciegas o con baja visión -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:23;2018-02-12 12:14:23;{};"Visual";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
773;"No brinda información";"Centro Nacional de Recursos para la Educación Inclusiva -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:23;2018-02-12 12:14:23;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
774;"No brinda información";"Producto: Conmutador tipo pulsador -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:23;2018-02-12 12:14:23;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
775;"No brinda información";"Producto: Computador operada mov. ojos -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:23;2018-02-12 12:14:23;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
776;"No brinda información";"Producto: Software Magnificador de pantalla para personas con baja visión -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:23;2018-02-12 12:14:23;{};"Visual.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
777;"No brinda información";"Dispositivo para colocar cilindros y botellas -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:23;2018-02-12 12:14:23;{};"Motriz";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
778;"No brinda información";"Producto: Mouse tipo “joystick” para utilizar con el mentón -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:23;2018-02-12 12:14:23;{};"Motriz.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
779;"No brinda información";"Producto: Ayuda Táctil -CENAREC-.";"-";"Las ayudas técnicas se darán después de aplicar un protocolo de evaluación al usuario para saber que tipo de asistencia técnica ocupa.";"imagen";"imagen";"imagen";1;0;2018-02-12 12:14:23;2018-02-12 12:14:23;{};"Auditiva.";{"'age'": "'Dependerá del análisis técnico del departamento encargado del CENAREC.'"};2;1;1;1;0;14
